,index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
30830,30830,15,9,1,3,0,1,0,0,6,3,67,0,26,0,2,3,8,4,214,6,0
30831,30831,28,1,2,2,2,1,0,0,6,3,623,0,26,0,2,3,8,4,214,6,0
30832,30832,30,2,1,7,2,1,0,0,6,3,197,0,26,0,2,3,8,4,214,6,0
30833,30833,27,0,2,5,2,1,0,0,6,3,54,3,26,0,2,3,8,4,214,6,0
30834,30834,20,1,1,7,2,0,0,0,6,3,409,0,26,0,2,3,8,4,214,6,0
30835,30835,28,1,1,0,2,1,0,0,6,3,335,1,26,1,2,3,8,4,214,6,0
30836,30836,18,9,1,5,0,1,0,0,6,3,206,0,26,1,2,3,8,4,214,6,0
30837,30837,23,9,1,3,0,1,0,0,6,3,394,0,26,0,2,3,8,4,214,6,0
30838,30838,34,1,1,1,0,2,2,0,6,3,811,1,26,0,2,3,8,4,214,6,1
30839,30839,25,1,1,0,0,0,0,0,6,3,272,1,26,0,2,3,8,4,214,6,0
30840,30840,18,1,1,0,0,1,0,0,6,3,65,0,26,0,2,3,8,4,214,6,0
30841,30841,40,1,1,0,0,1,0,0,6,3,145,0,26,0,2,3,8,4,214,6,0
30842,30842,25,1,1,0,0,1,0,0,6,3,442,1,26,0,2,3,8,4,214,6,0
30843,30843,32,1,1,1,2,0,0,0,6,3,568,0,26,1,2,3,8,4,214,6,1
30844,30844,17,0,1,3,0,1,1,0,6,3,259,0,26,0,2,3,8,4,214,6,1
30845,30845,19,0,2,3,0,1,0,0,6,3,220,0,26,1,2,3,8,4,214,6,0
30846,30846,15,4,0,6,0,1,0,0,6,3,59,0,26,0,2,3,8,4,214,6,0
30847,30847,20,4,2,6,0,1,0,0,6,3,42,0,26,1,2,3,8,4,214,6,0
30848,30848,15,4,0,6,0,1,0,0,6,3,313,0,26,0,2,3,8,4,214,6,0
30849,30849,28,2,0,2,0,1,0,0,6,3,29,2,26,0,2,3,8,4,214,6,0
30850,30850,26,1,1,2,0,0,0,0,6,3,13,4,26,0,2,3,8,4,214,6,0
30851,30851,22,1,2,0,0,0,0,0,6,3,231,3,26,0,2,3,8,4,214,6,0
30852,30852,15,9,1,5,0,1,0,0,6,3,235,1,26,0,2,3,8,4,214,6,0
30853,30853,27,2,1,0,0,1,0,0,6,3,951,1,26,0,2,3,8,4,214,6,1
30854,30854,20,4,0,7,0,1,0,0,6,3,221,1,26,1,2,3,8,4,214,6,0
30855,30855,35,1,1,1,0,1,0,0,6,3,157,1,26,1,2,3,8,4,214,6,0
30856,30856,13,0,2,6,0,1,0,0,6,3,359,1,26,0,2,3,8,4,214,6,0
30857,30857,36,0,2,3,0,1,0,0,6,3,470,1,26,2,2,3,8,4,214,6,0
30858,30858,14,10,2,6,0,1,0,0,6,3,11,8,26,0,2,3,8,4,214,6,0
30859,30859,16,0,1,3,0,1,0,0,6,3,495,0,26,1,2,3,8,4,214,6,0
30860,30860,12,2,1,1,0,1,0,0,6,3,383,4,26,0,2,3,8,4,214,6,0
30861,30861,17,0,1,3,0,0,0,0,6,3,295,1,26,0,2,3,8,4,214,6,0
30862,30862,18,1,1,1,0,1,0,0,6,3,155,0,26,0,2,3,8,4,214,6,0
30863,30863,20,4,2,6,0,0,0,0,6,3,107,0,26,1,2,3,8,4,214,6,0
30864,30864,19,5,2,6,0,1,0,0,6,3,93,3,26,0,2,3,8,4,214,6,0
30865,30865,20,4,2,6,0,1,0,0,6,3,277,0,26,0,2,3,8,4,214,6,0
30866,30866,33,1,1,0,0,0,0,0,6,3,166,1,26,1,2,3,8,4,214,6,0
30867,30867,17,7,1,3,0,0,0,0,6,3,542,3,26,1,2,3,8,4,214,6,0
30868,30868,20,4,2,6,0,1,0,0,6,3,58,0,26,0,2,3,8,4,214,6,0
30869,30869,41,7,0,3,2,1,0,0,6,3,237,3,26,2,2,3,8,4,214,6,0
30870,30870,21,2,1,0,0,0,0,0,6,3,184,0,26,1,2,3,8,4,214,6,0
30871,30871,32,1,1,5,0,0,0,0,6,3,325,1,26,0,2,3,8,4,214,6,0
30872,30872,17,9,2,5,0,0,0,0,6,3,1187,1,26,1,2,3,8,4,214,6,1
30873,30873,21,2,1,0,0,1,0,0,6,3,360,0,26,1,2,3,8,4,214,6,0
30874,30874,17,7,1,3,2,0,0,0,6,3,245,4,26,0,2,3,8,4,214,6,0
30875,30875,19,0,2,3,0,1,0,0,6,3,67,1,26,0,2,3,8,4,214,6,0
30876,30876,35,1,1,3,0,1,0,0,6,3,131,0,26,0,2,3,8,4,214,6,0
30877,30877,35,1,1,3,0,0,0,0,6,3,57,0,26,0,2,3,8,4,214,6,0
30878,30878,20,7,2,2,0,0,0,0,6,3,37,0,26,0,2,3,8,4,214,6,0
30879,30879,22,1,1,2,0,1,0,0,6,3,257,0,26,0,2,3,8,4,214,6,0
30880,30880,22,1,1,1,2,0,0,0,6,3,132,0,26,0,2,3,8,4,214,6,0
30881,30881,20,7,2,2,0,0,0,0,6,3,247,0,26,0,2,3,8,4,214,6,0
30882,30882,20,7,2,2,0,0,0,0,6,3,348,0,26,0,2,3,8,4,214,6,0
30883,30883,37,7,0,6,0,1,0,0,6,3,335,0,26,1,2,3,8,4,214,6,0
30884,30884,26,1,1,0,0,0,0,0,6,3,217,1,26,0,2,3,8,4,214,6,0
30885,30885,16,0,1,2,0,0,0,0,6,3,127,0,26,0,2,3,8,4,214,6,0
30886,30886,13,7,1,3,0,1,0,0,6,3,93,0,26,0,2,3,8,4,214,6,0
30887,30887,37,7,0,6,0,0,0,0,6,3,499,0,26,0,2,3,8,4,214,6,1
30888,30888,27,4,1,6,0,1,0,0,6,3,71,0,26,0,2,3,8,4,214,6,0
30889,30889,13,7,1,3,0,0,0,0,6,3,414,0,26,0,2,3,8,4,214,6,0
30890,30890,10,1,2,2,0,0,0,0,6,3,64,0,26,0,2,3,8,4,214,6,0
30891,30891,10,1,2,2,0,1,0,0,6,3,352,0,26,0,2,3,8,4,214,6,0
30892,30892,34,7,0,3,2,0,0,0,6,3,398,1,26,1,2,3,8,4,214,6,0
30893,30893,40,1,1,2,0,1,0,0,6,3,399,0,26,0,2,3,8,4,214,6,0
30894,30894,19,1,1,2,0,0,0,0,6,3,253,2,26,1,2,3,8,4,214,6,0
30895,30895,30,1,0,0,0,0,0,0,6,3,227,0,26,0,2,3,8,4,214,6,0
30896,30896,24,1,1,2,0,1,0,0,6,3,160,0,26,0,2,3,8,4,214,6,0
30897,30897,15,4,0,6,0,1,1,0,6,3,160,1,26,0,2,3,8,4,214,6,0
30898,30898,23,1,1,1,0,0,0,0,6,3,316,0,11,1,1,3,8,4,214,6,0
30899,30899,12,0,2,6,0,1,0,0,6,3,69,0,26,0,2,3,8,4,214,6,0
30900,30900,12,0,2,6,0,0,0,0,6,3,41,0,26,0,2,3,8,4,214,6,0
30901,30901,12,0,2,6,0,1,1,0,6,3,76,0,26,2,2,3,8,4,214,6,0
30902,30902,14,7,1,3,0,0,1,0,6,3,284,2,26,1,2,3,8,4,214,6,0
30903,30903,12,0,2,6,0,1,0,0,6,3,90,0,26,1,2,3,8,4,214,6,0
30904,30904,12,0,2,6,0,0,0,0,6,3,206,0,26,1,2,3,8,4,214,6,0
30905,30905,20,7,1,3,0,0,0,0,6,3,157,3,26,0,2,3,8,4,214,6,0
30906,30906,19,1,1,0,2,0,0,0,6,3,246,0,26,1,2,3,8,4,214,6,0
30907,30907,17,1,1,1,0,1,0,0,6,3,162,0,26,1,2,3,8,4,214,6,0
30908,30908,23,0,2,5,0,1,0,0,6,3,43,0,26,1,2,3,8,4,214,6,0
30909,30909,24,1,1,0,2,1,0,0,6,3,259,0,26,0,2,3,8,4,214,6,0
30910,30910,11,1,2,6,0,0,0,0,6,3,585,0,26,0,2,3,8,4,214,6,0
30911,30911,22,5,0,0,0,1,1,0,6,3,209,1,26,1,2,3,8,4,214,6,0
30912,30912,14,0,0,6,0,0,0,0,6,3,290,1,26,0,2,3,8,4,214,6,0
30913,30913,14,0,1,3,0,1,0,0,6,3,387,1,26,1,2,3,8,4,214,6,0
30914,30914,19,9,1,2,0,1,1,0,6,3,67,0,26,1,2,3,8,4,214,6,0
30915,30915,22,1,1,2,0,1,0,0,6,3,253,0,12,1,1,3,8,4,214,6,0
30916,30916,15,6,1,2,0,0,0,0,6,3,301,1,26,0,2,3,8,4,214,6,0
30917,30917,16,1,1,0,2,1,1,0,6,3,106,0,26,0,2,3,8,4,214,6,0
30918,30918,19,2,1,3,0,0,0,0,6,3,179,0,26,1,2,3,8,4,214,6,0
30919,30919,19,2,1,3,0,1,0,0,6,3,283,0,26,1,2,3,8,4,214,6,0
30920,30920,20,7,1,1,0,1,0,0,6,3,114,0,26,0,2,3,8,4,214,6,0
30921,30921,37,4,1,6,0,0,0,0,6,3,159,0,26,0,2,3,8,4,214,6,0
30922,30922,15,9,1,2,0,0,0,0,6,3,64,0,26,0,2,3,8,4,214,6,0
30923,30923,37,4,1,6,0,1,1,0,6,3,198,0,26,1,2,3,8,4,214,6,0
30924,30924,30,1,2,0,2,0,0,0,6,3,343,3,26,1,2,3,8,4,214,6,0
30925,30925,22,7,1,3,0,1,1,0,6,3,200,0,26,0,2,3,8,4,214,6,0
30926,30926,37,4,1,6,0,1,1,0,6,3,552,0,26,2,2,3,8,4,214,6,0
30927,30927,13,4,2,6,0,1,1,0,6,3,228,0,26,1,2,3,8,4,214,6,0
30928,30928,13,4,2,6,0,0,0,0,6,3,223,0,26,0,2,3,8,4,214,6,0
30929,30929,13,4,2,6,0,0,1,0,6,3,496,0,26,1,2,3,8,4,214,6,0
30930,30930,34,4,1,3,2,1,0,0,6,3,397,0,26,0,2,3,8,4,214,6,0
30931,30931,31,1,1,2,0,1,0,0,6,3,88,1,26,0,2,3,8,4,214,6,0
30932,30932,13,4,2,6,0,1,0,0,6,3,875,0,26,0,2,3,8,4,214,6,0
30933,30933,28,0,2,3,0,1,0,0,6,3,305,1,26,0,2,3,8,4,214,6,0
30934,30934,14,0,0,3,0,0,0,0,6,3,101,1,26,0,2,3,8,4,214,6,0
30935,30935,19,1,1,2,0,1,0,0,6,3,334,0,26,0,2,3,8,4,214,6,0
30936,30936,21,1,1,1,0,1,0,0,6,3,788,0,26,0,2,3,8,4,214,6,1
30937,30937,14,1,1,2,0,0,1,0,6,3,183,0,26,1,2,3,8,4,214,6,0
30938,30938,16,0,1,2,0,1,0,0,6,3,118,1,26,1,2,3,8,4,214,6,0
30939,30939,16,7,1,3,0,0,0,0,6,3,69,0,26,0,2,3,8,4,214,6,0
30940,30940,25,2,0,5,0,1,0,0,6,3,355,1,26,0,2,3,8,4,214,6,0
30941,30941,24,1,1,0,0,1,0,0,6,3,892,0,26,0,2,3,8,4,214,6,1
30942,30942,24,1,1,0,0,1,0,0,6,3,1090,0,26,0,2,3,8,4,214,6,0
30943,30943,19,1,0,2,2,1,0,1,6,3,170,1,26,0,2,3,8,4,214,6,0
30944,30944,9,8,2,3,2,1,0,0,6,3,205,0,26,0,2,3,8,4,214,6,0
30945,30945,26,1,1,0,2,1,0,0,6,3,325,1,26,0,2,3,8,4,214,6,0
30946,30946,24,1,1,1,0,1,0,0,6,3,150,1,26,1,2,3,8,4,214,6,0
30947,30947,17,0,1,6,0,1,0,0,6,3,442,1,26,1,2,3,8,4,214,6,0
30948,30948,14,1,0,2,0,1,0,0,6,3,160,1,26,1,2,3,8,4,214,6,0
30949,30949,15,0,2,6,0,1,0,0,6,3,85,7,26,0,2,3,8,4,214,6,0
30950,30950,11,7,2,7,0,1,0,0,6,3,83,8,26,1,2,3,8,4,214,6,0
30951,30951,27,4,1,6,0,1,0,0,6,3,281,1,26,0,2,3,8,4,214,6,0
30952,30952,17,7,3,3,0,1,1,0,6,3,369,1,26,1,2,3,8,4,214,6,0
30953,30953,41,1,2,0,2,0,0,0,6,3,304,1,26,1,2,3,8,4,214,6,0
30954,30954,29,4,0,5,0,0,0,0,6,3,159,1,26,1,2,3,8,4,214,6,0
30955,30955,18,7,2,3,0,0,0,0,6,3,71,1,26,0,2,3,8,4,214,6,0
30956,30956,13,7,2,3,0,0,0,0,6,3,263,1,26,0,2,3,8,4,214,6,0
30957,30957,20,9,1,6,0,0,0,0,6,3,219,1,26,0,2,3,8,4,214,6,0
30958,30958,15,4,0,6,0,0,0,0,6,3,342,2,26,0,2,3,8,4,214,6,0
30959,30959,16,7,1,5,0,1,0,0,6,3,335,1,26,0,2,3,8,4,214,6,0
30960,30960,21,1,0,3,0,1,0,0,6,3,334,5,26,1,2,3,8,4,214,6,0
30961,30961,20,0,2,6,0,1,0,0,6,3,414,4,26,0,2,3,8,4,214,6,0
30962,30962,20,7,0,3,2,0,0,0,6,3,342,1,26,0,2,3,8,4,214,6,0
30963,30963,28,0,2,3,0,1,0,0,6,3,200,2,26,0,2,3,8,4,214,6,0
30964,30964,19,9,1,2,0,1,0,0,6,3,297,1,26,1,2,3,8,4,214,6,0
30965,30965,15,9,1,2,0,1,0,0,6,3,500,1,26,0,2,3,8,4,214,6,1
30966,30966,9,4,2,6,0,0,0,0,6,3,279,1,26,1,2,3,8,4,214,6,0
30967,30967,2,8,2,3,2,1,0,0,6,3,338,3,26,0,2,3,8,4,214,6,0
30968,30968,28,0,2,3,0,1,0,0,6,3,318,2,26,0,2,3,8,4,214,6,0
30969,30969,26,1,1,2,0,0,0,0,6,3,322,3,26,0,2,3,8,4,214,6,0
30970,30970,20,4,0,7,0,1,0,0,6,3,147,1,26,1,2,3,8,4,214,6,0
30971,30971,25,1,1,2,0,1,1,0,6,3,63,3,26,0,2,3,8,4,214,6,0
30972,30972,38,1,1,3,0,0,0,0,6,3,306,1,26,0,2,3,8,4,214,6,0
30973,30973,32,2,1,3,0,1,1,0,6,3,214,2,26,1,2,3,8,4,214,6,0
30974,30974,15,9,1,5,0,1,0,0,6,3,81,8,26,0,2,3,8,4,214,6,0
30975,30975,20,7,1,3,0,0,0,0,6,3,378,2,26,0,2,3,8,4,214,6,0
30976,30976,9,8,2,3,2,0,0,0,6,3,176,1,26,1,2,3,8,4,214,6,0
30977,30977,16,1,1,1,2,1,0,0,6,3,670,1,26,1,2,3,8,4,214,6,1
30978,30978,26,4,1,6,2,0,0,0,6,3,167,1,26,1,2,3,8,4,214,6,0
30979,30979,19,1,1,1,0,1,1,0,6,3,333,1,26,0,2,3,8,4,214,6,0
30980,30980,35,4,1,0,0,1,0,0,6,3,1089,2,26,0,2,3,8,4,214,6,0
30981,30981,19,1,1,0,2,1,0,0,6,3,192,1,26,0,2,3,8,4,214,6,0
30982,30982,22,6,2,6,0,0,0,0,6,3,180,1,26,0,2,3,8,4,214,6,0
30983,30983,17,1,1,1,0,1,0,0,6,3,477,2,26,0,2,3,8,4,214,6,0
30984,30984,18,1,1,1,0,1,0,0,6,3,240,1,26,0,2,3,8,4,214,6,0
30985,30985,24,1,1,0,2,2,2,0,6,3,124,1,26,0,2,3,8,4,214,6,0
30986,30986,17,0,1,6,0,1,0,0,6,3,122,1,26,1,2,3,8,4,214,6,0
30987,30987,21,9,0,5,0,1,1,0,6,3,351,1,26,1,2,3,8,4,214,6,0
30988,30988,14,1,1,2,0,1,0,0,6,3,180,2,26,2,2,3,8,4,214,6,0
30989,30989,18,7,1,1,2,0,0,0,6,3,178,1,26,1,2,3,8,4,214,6,0
30990,30990,26,1,0,0,0,2,2,0,6,3,157,6,26,1,2,3,8,4,214,6,0
30991,30991,17,1,1,0,0,0,0,0,6,3,211,1,26,1,2,3,8,4,214,6,0
30992,30992,19,0,2,6,0,1,0,1,6,3,521,5,26,0,2,3,8,4,214,6,1
30993,30993,31,1,1,1,0,1,0,0,6,3,861,2,26,0,2,3,8,4,214,6,1
30994,30994,31,1,1,2,0,1,0,0,6,3,169,1,26,0,2,3,8,4,214,6,0
30995,30995,17,1,1,1,0,0,0,0,6,3,319,1,26,1,2,3,8,4,214,6,0
30996,30996,36,10,1,2,2,1,0,0,6,3,67,3,26,0,2,3,8,4,214,6,0
30997,30997,20,1,1,1,0,0,0,0,6,3,75,6,26,0,2,3,8,4,214,6,0
30998,30998,40,1,1,0,0,0,0,0,6,3,674,1,26,1,2,3,8,4,214,6,0
30999,30999,22,0,2,5,0,1,0,0,6,3,209,4,26,1,2,3,8,4,214,6,0
31000,31000,17,9,1,5,0,1,0,0,6,3,185,1,26,1,2,3,8,4,214,6,0
31001,31001,23,9,1,5,0,1,0,0,6,3,211,1,26,0,2,3,8,4,214,6,0
31002,31002,27,0,1,6,0,1,0,0,6,3,203,1,26,0,2,3,8,4,214,6,0
31003,31003,17,0,1,3,0,0,0,0,6,3,205,1,26,0,2,3,8,4,214,6,0
31004,31004,30,4,1,6,0,1,0,0,6,3,469,1,26,1,2,3,8,4,214,6,0
31005,31005,18,1,0,2,0,1,0,0,6,3,523,0,26,1,2,3,8,4,214,6,0
31006,31006,19,1,1,2,0,1,1,1,6,3,36,6,26,0,2,3,8,4,214,6,0
31007,31007,21,9,1,5,0,0,0,0,6,3,371,1,26,0,2,3,8,4,214,6,0
31008,31008,17,1,1,2,0,0,0,0,6,3,52,2,26,0,2,3,8,4,214,6,0
31009,31009,38,6,1,2,0,1,1,0,6,3,475,1,26,0,2,3,8,4,214,6,0
31010,31010,22,1,1,2,0,0,0,0,6,3,233,1,26,0,2,3,8,4,214,6,0
31011,31011,28,1,1,2,0,1,0,0,6,3,672,1,26,0,2,3,8,4,214,6,1
31012,31012,29,1,1,3,0,1,1,1,6,3,328,2,26,0,2,3,8,4,214,6,0
31013,31013,20,1,1,1,0,0,0,0,6,3,1075,2,26,0,2,3,8,4,214,6,1
31014,31014,12,2,1,1,0,0,0,0,6,3,118,2,26,0,2,3,8,4,214,6,0
31015,31015,14,0,1,6,0,0,0,0,6,3,102,4,26,0,2,3,8,4,214,6,0
31016,31016,14,7,2,3,0,0,0,0,6,3,206,0,26,0,2,3,8,4,214,6,0
31017,31017,18,1,0,2,0,0,0,0,6,3,176,0,26,0,2,3,8,4,214,6,0
31018,31018,20,9,1,6,0,1,0,0,6,3,370,2,26,0,2,3,8,4,214,6,0
31019,31019,24,1,1,1,2,0,0,0,6,3,278,0,26,0,2,3,8,4,214,6,0
31020,31020,25,0,1,3,0,1,0,0,6,3,111,0,26,0,2,3,8,4,214,6,0
31021,31021,31,1,2,0,0,0,0,0,6,3,275,0,26,0,2,3,8,4,214,6,0
31022,31022,24,1,1,2,0,1,1,0,6,3,320,0,26,0,2,3,8,4,214,6,0
31023,31023,20,0,1,3,0,0,0,0,6,3,305,4,26,0,2,3,8,4,214,6,0
31024,31024,14,0,0,6,0,1,0,1,6,3,259,1,26,0,2,3,8,4,214,6,0
31025,31025,19,1,1,2,0,1,0,1,6,3,399,1,26,0,2,3,8,4,214,6,0
31026,31026,9,4,2,6,0,1,0,0,6,3,165,0,26,0,2,3,8,4,214,6,0
31027,31027,10,9,2,5,2,1,0,0,6,3,126,0,26,0,2,3,8,4,214,6,0
31028,31028,19,0,2,3,0,0,0,0,6,3,189,0,26,0,2,3,8,4,214,6,0
31029,31029,29,9,1,5,0,1,0,1,6,3,193,0,26,1,2,3,8,4,214,6,0
31030,31030,32,0,1,3,0,0,0,0,6,3,104,0,6,1,1,3,8,4,214,6,0
31031,31031,21,1,1,5,0,1,0,0,6,3,418,2,26,0,2,3,8,4,214,6,0
31032,31032,16,1,1,2,2,1,0,1,6,3,408,1,26,1,2,3,8,4,214,6,0
31033,31033,23,7,1,3,0,0,0,0,6,3,74,7,26,1,2,3,8,4,214,6,0
31034,31034,27,4,0,6,0,1,0,0,6,3,195,0,26,0,2,3,8,4,214,6,0
31035,31035,25,9,0,1,0,1,0,0,6,3,221,0,26,2,2,3,8,4,214,6,0
31036,31036,29,0,0,3,0,0,0,0,6,3,84,0,26,0,2,3,8,4,214,6,0
31037,31037,29,9,1,3,0,1,0,0,6,3,368,0,26,0,2,3,8,4,214,6,0
31038,31038,23,0,1,5,0,2,2,0,6,3,305,0,26,0,2,3,8,4,214,6,0
31039,31039,18,0,2,6,0,1,0,0,6,3,614,0,26,0,2,3,8,4,214,6,0
31040,31040,36,0,1,6,2,0,0,0,6,4,160,6,26,1,2,3,8,4,213,6,0
31041,31041,17,3,1,3,2,0,0,0,6,4,104,1,26,1,2,3,8,4,213,6,0
31042,31042,17,3,1,3,2,0,0,0,6,4,142,2,26,0,2,3,8,4,213,6,0
31043,31043,14,1,2,2,2,1,1,0,6,4,55,1,26,0,2,3,8,4,213,6,0
31044,31044,14,0,1,7,0,1,0,0,6,4,7,10,26,1,2,3,8,4,213,6,0
31045,31045,16,9,1,5,0,1,0,0,6,4,199,6,26,1,2,3,8,4,213,6,0
31046,31046,16,0,1,3,0,0,0,0,6,4,105,3,26,1,2,3,8,4,213,6,0
31047,31047,33,7,0,3,0,0,0,0,6,4,148,1,26,0,2,3,8,4,213,6,0
31048,31048,18,0,2,6,0,0,0,0,6,4,88,1,26,0,2,3,8,4,213,6,0
31049,31049,25,7,1,3,0,1,0,0,6,4,87,0,26,0,2,3,8,4,213,6,0
31050,31050,19,1,1,1,2,0,0,0,6,4,54,0,26,2,2,3,8,4,213,6,0
31051,31051,22,1,2,2,2,1,0,0,6,4,201,0,26,0,2,3,8,4,213,6,0
31052,31052,19,1,2,5,2,1,0,0,6,4,206,0,26,0,2,3,8,4,213,6,0
31053,31053,35,4,0,6,0,0,0,0,6,4,451,0,26,1,2,3,8,4,213,6,1
31054,31054,21,9,1,6,0,1,0,0,6,4,147,0,26,0,2,3,8,4,213,6,0
31055,31055,21,9,1,6,0,1,1,0,6,4,121,0,26,0,2,3,8,4,213,6,0
31056,31056,37,1,1,2,2,1,0,0,6,4,303,0,26,0,2,3,8,4,213,6,0
31057,31057,31,1,1,0,2,0,0,0,6,4,78,0,26,1,2,3,8,4,213,6,0
31058,31058,19,4,1,2,0,1,1,0,6,4,438,0,26,0,2,3,8,4,213,6,0
31059,31059,22,1,1,2,0,1,0,0,6,4,219,0,26,0,2,3,8,4,213,6,0
31060,31060,16,4,1,6,0,0,0,0,6,4,210,1,26,1,2,3,8,4,213,6,0
31061,31061,29,1,1,2,0,1,0,0,6,4,113,0,26,0,2,3,8,4,213,6,0
31062,31062,19,0,1,6,0,1,0,0,6,4,241,1,26,0,2,3,8,4,213,6,0
31063,31063,34,0,0,5,0,0,0,0,6,4,194,0,26,1,2,3,8,4,213,6,0
31064,31064,21,9,1,6,0,1,0,0,6,4,814,0,26,0,2,3,8,4,213,6,0
31065,31065,30,1,1,3,0,0,0,0,6,4,327,0,26,1,2,3,8,4,213,6,0
31066,31066,18,7,1,3,2,1,1,0,6,4,224,0,26,0,2,3,8,4,213,6,0
31067,31067,21,0,1,3,0,0,0,0,6,4,275,0,26,0,2,3,8,4,213,6,0
31068,31068,18,7,1,3,2,1,0,0,6,4,257,0,26,0,2,3,8,4,213,6,0
31069,31069,18,1,1,2,0,1,0,0,6,4,248,0,26,0,2,3,8,4,213,6,0
31070,31070,21,1,2,0,0,0,0,0,6,4,207,0,26,1,2,3,8,4,213,6,0
31071,31071,21,0,1,3,0,1,0,0,6,4,197,0,26,0,2,3,8,4,213,6,0
31072,31072,17,0,2,3,0,1,0,0,6,4,653,0,11,1,1,3,8,4,213,6,1
31073,31073,23,7,2,3,0,0,0,0,6,4,197,0,26,0,2,3,8,4,213,6,0
31074,31074,18,7,2,3,0,1,0,0,6,4,87,0,26,1,2,3,8,4,213,6,0
31075,31075,14,1,1,3,0,1,0,0,6,4,207,0,26,1,2,3,8,4,213,6,0
31076,31076,41,7,1,1,2,0,0,0,6,4,327,0,26,0,2,3,8,4,213,6,0
31077,31077,12,0,2,6,0,1,0,0,6,4,215,2,26,1,2,3,8,4,213,6,0
31078,31078,19,9,1,5,0,1,0,0,6,4,62,0,26,0,2,3,8,4,213,6,0
31079,31079,16,1,1,2,0,1,0,0,6,4,293,0,11,1,1,3,8,4,213,6,0
31080,31080,31,1,1,1,2,1,0,0,6,4,334,1,26,1,2,3,8,4,213,6,0
31081,31081,20,1,1,2,0,0,0,0,6,4,372,0,26,0,2,3,8,4,213,6,0
31082,31082,20,1,1,2,0,1,0,0,6,4,345,0,26,0,2,3,8,4,213,6,0
31083,31083,19,0,2,3,0,0,0,0,6,4,473,0,26,0,2,3,8,4,213,6,0
31084,31084,12,0,2,6,0,1,0,0,6,4,133,0,26,0,2,3,8,4,213,6,0
31085,31085,18,1,1,3,0,0,0,0,6,4,285,0,26,0,2,3,8,4,213,6,0
31086,31086,19,0,1,6,0,1,0,0,6,4,128,2,26,0,2,3,8,4,213,6,0
31087,31087,24,2,1,0,0,1,0,0,6,4,26,0,26,0,2,3,8,4,213,6,0
31088,31088,19,9,1,5,0,1,0,0,6,4,731,0,10,1,1,3,8,4,213,6,1
31089,31089,24,1,1,1,0,1,0,0,6,4,488,0,26,0,2,3,8,4,213,6,1
31090,31090,12,0,2,6,0,0,0,0,6,4,401,0,26,1,2,3,8,4,213,6,0
31091,31091,19,4,2,6,0,1,0,0,6,4,38,0,26,2,2,3,8,4,213,6,0
31092,31092,12,0,2,6,0,1,1,0,6,4,74,1,26,0,2,3,8,4,213,6,0
31093,31093,29,0,1,3,2,1,0,0,6,4,293,0,26,1,2,3,8,4,213,6,0
31094,31094,16,1,1,1,0,0,0,0,6,4,473,3,26,0,2,3,8,4,213,6,0
31095,31095,8,8,2,2,0,0,1,0,6,4,219,0,26,0,2,3,8,4,213,6,0
31096,31096,31,1,1,1,2,0,0,0,6,4,14,10,26,0,2,3,8,4,213,6,0
31097,31097,33,7,0,3,0,0,1,0,6,4,178,4,26,1,2,3,8,4,213,6,0
31098,31098,15,9,2,5,0,0,0,0,6,4,362,1,26,0,2,3,8,4,213,6,0
31099,31099,22,1,1,2,2,0,1,0,6,4,343,2,26,1,2,3,8,4,213,6,0
31100,31100,10,7,1,3,0,1,0,0,6,4,152,0,26,1,2,3,8,4,213,6,0
31101,31101,36,1,1,5,2,0,0,0,6,4,403,3,26,0,2,3,8,4,213,6,0
31102,31102,24,2,1,0,0,0,1,0,6,4,767,0,26,0,2,3,8,4,213,6,1
31103,31103,28,3,1,1,0,1,0,0,6,4,236,0,26,1,2,3,8,4,213,6,0
31104,31104,38,1,1,2,0,1,0,0,6,4,249,0,26,0,2,3,8,4,213,6,0
31105,31105,19,1,1,2,0,1,0,0,6,4,227,0,26,0,2,3,8,4,213,6,0
31106,31106,24,6,1,7,2,0,0,0,6,4,100,1,26,1,2,3,8,4,213,6,0
31107,31107,28,2,1,6,0,0,0,0,6,4,139,5,26,0,2,3,8,4,213,6,0
31108,31108,36,1,1,5,2,0,1,0,6,4,595,4,26,0,2,3,8,4,213,6,0
31109,31109,31,9,2,5,0,1,0,0,6,4,142,1,26,0,2,3,8,4,213,6,0
31110,31110,18,0,1,6,0,1,0,0,6,4,376,1,26,1,2,3,8,4,213,6,0
31111,31111,16,7,1,5,2,1,0,0,6,4,160,1,26,0,2,3,8,4,213,6,0
31112,31112,37,9,0,6,0,1,0,0,6,4,132,0,26,1,2,3,8,4,213,6,0
31113,31113,20,1,0,2,0,1,0,0,6,4,438,1,26,0,2,3,8,4,213,6,0
31114,31114,21,1,1,0,0,1,0,0,6,4,100,0,26,0,2,3,8,4,213,6,0
31115,31115,27,1,1,0,0,1,1,0,6,4,94,0,26,0,2,3,8,4,213,6,0
31116,31116,29,7,0,2,0,2,2,0,6,4,222,0,26,0,2,3,8,4,213,6,0
31117,31117,17,1,1,2,0,0,1,0,6,4,50,0,26,0,2,3,8,4,213,6,0
31118,31118,23,1,1,2,0,1,0,0,6,4,950,0,26,0,2,3,8,4,213,6,1
